year_month,score_date,ticker,ticker_name,ticker_role,score_return,score_ma_pos,score_momentum,score_vol,score_rs,direction_date,hsi_direction,raw3_signal_date,raw3_signal,raw_signal_date,ret_1m,ret_3m,ma_gap,momentum,volatility,relative_strength,ret_6m,ret_12m,drawdown,shock_count,defensive_rs,event_balance_raw,event_intensity_raw,event_balance_13612w,event_intensity_13612w,event_balance_13612w_label,event_intensity_13612w_label
2015-12,2015-12-31,114260,KODEX 국고채3년,방어 채권,-2.362299543164918,0.3749467946250151,2.993380389331759,-1.075658673986127,-0.9305611079734086,2015-12-31,-0.0200038428233535,2015-12-31,watch,2015-12-31,0.005356,0.001488,0.003603,0.006827,0.011161,0.011277,0.013636,0.034244,0.0,0,0.002837,0.2222222222222222,0.2962962962962963,0.376984126984127,0.5485302763080541,risk_accumulation,high_accumulated_intensity
2015-12,2015-12-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-2.430845396304596,3.83312553713613,5.093900162190463,10.0,-0.6438666827540324,2015-12-31,0.3170462724053593,2015-12-31,caution,2015-12-31,0.001756,0.003237,0.00171,0.0041,0.002552,0.007678,0.007307,0.018313,-0.0003,0,0.0,0.2222222222222222,0.2962962962962963,0.376984126984127,0.5485302763080541,risk_accumulation,high_accumulated_intensity
2016-01,2016-01-31,069500,KODEX 200,위험자산,3.505162113859343,1.512426351512873,3.760881324654441,7.614223763208422,,2016-01-31,0.3278538710647015,2016-01-31,caution,2016-01-31,-0.038619,-0.057492,-0.025473,-0.044779,0.18348,0.0,-0.038227,-0.052887,-0.068133,0,-0.034982,0.2222222222222222,0.5925925925925926,0.3425778953556732,0.5233245149911816,risk_accumulation,high_accumulated_intensity
2016-01,2016-01-31,114260,KODEX 국고채3년,방어 채권,-1.13694203101147,-1.380099790763921,2.220051905086712,-4.090204320611829,-4.046822984504814,2016-01-31,-0.1686803444361064,2016-01-31,watch,2016-01-31,0.003594,0.005266,0.005745,0.007189,0.007142,0.042213,0.012707,0.032414,0.0,0,0.002114,0.2222222222222222,0.5925925925925926,0.3425778953556732,0.5233245149911816,risk_accumulation,high_accumulated_intensity
2016-01,2016-01-31,153130,KODEX 단기채권PLUS,현금성 방어자산,0.8475279497342668,3.023199548251187,5.163678233323736,-3.546902253696509,-3.908865403048149,2016-01-31,0.0315727614912906,2016-01-31,watch,2016-01-31,0.000999,0.003552,0.001899,0.003908,0.000894,0.039618,0.007171,0.017222,0.0,0,0.0,0.2222222222222222,0.5925925925925926,0.3425778953556732,0.5233245149911816,risk_accumulation,high_accumulated_intensity
2016-02,2016-02-29,069500,KODEX 200,위험자산,-2.726975768832418,-1.175761632699922,-2.72483247230036,3.123906992559804,,2016-02-29,-0.0700732576254579,2016-02-29,watch,2016-02-29,0.034587,-0.033327,0.003919,0.017555,0.155228,0.0,0.051406,-0.043431,-0.037022,0,0.018654,-0.074074074074074,0.4444444444444444,0.1776161081716637,0.4546884185773074,risk_accumulation,high_accumulated_intensity
2016-02,2016-02-29,114260,KODEX 국고채3년,방어 채권,-3.911037265501054,-3.450393095163595,-2.904117475928627,-0.2109575309761481,3.846584447467579,2016-02-29,-0.1325984184020369,2016-02-29,watch,2016-02-29,0.006093,0.013752,0.007129,0.012238,0.010952,-0.028494,0.016868,0.035334,-0.000267,0,0.004405,-0.074074074074074,0.4444444444444444,0.1776161081716637,0.4546884185773074,risk_accumulation,high_accumulated_intensity
2016-02,2016-02-29,153130,KODEX 단기채권PLUS,현금성 방어자산,-2.074450209942962,1.092450697126912,2.117333851670318,3.227249637571793,4.232858700340668,2016-02-29,0.1719088535353346,2016-02-29,watch,2016-02-29,0.001648,0.004362,0.002112,0.004564,0.001572,-0.032939,0.007683,0.017425,0.0,0,0.0,-0.074074074074074,0.4444444444444444,0.1776161081716637,0.4546884185773074,risk_accumulation,high_accumulated_intensity
2016-03,2016-03-31,069500,KODEX 200,위험자산,-2.757282038533483,-4.249703475109269,-3.521596006635618,-7.696587565179335,,2016-03-31,-0.3645033817091541,2016-03-31,buy,2016-03-31,0.027166,0.015256,0.04156,0.030024,0.060565,0.0,0.047649,-0.034489,-0.00419,0,0.022958,0.1481481481481481,0.3703703703703703,0.1309376837154614,0.5299676660787771,risk_accumulation,high_accumulated_intensity
2016-03,2016-03-31,114260,KODEX 국고채3년,방어 채권,4.530195210111312,-0.6074299934094903,-0.1125728248177449,10.0,3.085631150052066,2016-03-31,0.3379164708387228,2016-03-31,caution,2016-03-31,0.001504,0.010416,0.003738,0.008976,0.057799,-0.025662,0.015007,0.026772,-0.009614,0,-0.002745,0.1481481481481481,0.3703703703703703,0.1309376837154614,0.5299676660787771,risk_accumulation,high_accumulated_intensity
2016-03,2016-03-31,153130,KODEX 단기채권PLUS,현금성 방어자산,2.61401894052872,1.852557092682741,2.807270130820645,1.927444904676441,3.045422023295368,2016-03-31,0.2449342618400783,2016-03-31,watch,2016-03-31,0.001047,0.004229,0.001767,0.004274,0.00144,-0.026119,0.007546,0.015909,0.0,0,0.0,0.1481481481481481,0.3703703703703703,0.1309376837154614,0.5299676660787771,risk_accumulation,high_accumulated_intensity
2016-04,2016-04-30,069500,KODEX 200,위험자산,-0.0367270228354895,-2.683437628694552,-2.915283541701644,-1.498655109046776,,2016-04-30,-0.1426820660455692,2016-04-30,watch,2016-04-30,-0.00639,0.076517,0.018461,0.02151,0.115822,0.0,-0.005597,-0.066076,-0.015427,0,-0.003355,0.074074074074074,0.2222222222222222,0.1529688418577307,0.4392416225749559,risk_accumulation,high_accumulated_intensity
2016-04,2016-04-30,114260,KODEX 국고채3년,방어 채권,1.359661665110585,0.4970817549373241,1.1825433029037,-2.397252860775613,-0.2394967088523466,2016-04-30,0.0080507430664729,2016-04-30,watch,2016-04-30,0.000535,0.007876,0.00173,0.007259,0.006888,0.006925,0.013365,0.02373,-0.008907,0,-0.000431,0.074074074074074,0.2222222222222222,0.1529688418577307,0.4392416225749559,risk_accumulation,high_accumulated_intensity
2016-04,2016-04-30,153130,KODEX 단기채권PLUS,현금성 방어자산,1.006521635061508,1.291012449333097,2.614279798307483,-1.617833215448157,-0.3884206207429637,2016-04-30,0.0581112009302193,2016-04-30,watch,2016-04-30,0.001195,0.003945,0.001707,0.004216,0.001096,0.007585,0.007508,0.015457,0.0,0,0.0,0.074074074074074,0.2222222222222222,0.1529688418577307,0.4392416225749559,risk_accumulation,high_accumulated_intensity
2016-05,2016-05-31,069500,KODEX 200,위험자산,0.0889829258800839,-2.566818680566417,-2.370901732282735,-4.451483476914013,,2016-05-31,-0.1860044192776616,2016-05-31,watch,2016-05-31,-0.009377,0.03285,0.001039,0.009205,0.087488,0.0,0.004142,-0.053818,-0.021467,0,-0.00703,0.2962962962962963,0.3703703703703703,0.153777189888301,0.3595385067607289,risk_accumulation,medium_accumulated_intensity
2016-05,2016-05-31,114260,KODEX 국고채3년,방어 채권,2.755635788877618,3.811037776082341,3.262116908938496,-1.42417375965596,-0.162346383204936,2016-05-31,0.1648454066207512,2016-05-31,watch,2016-05-31,8.9e-05,0.001773,0.000856,0.005925,0.00939,0.009466,0.015912,0.029075,-0.008642,0,-0.000628,0.2962962962962963,0.3703703703703703,0.153777189888301,0.3595385067607289,risk_accumulation,medium_accumulated_intensity
2016-05,2016-05-31,153130,KODEX 단기채권PLUS,현금성 방어자산,4.510081461939318,4.737712420319369,3.686985730453278,-0.3872733015202585,-0.3877879324003548,2016-05-31,0.243194367575827,2016-05-31,watch,2016-05-31,0.001045,0.00324,0.00151,0.003967,0.001224,0.010421,0.007616,0.015207,0.0,0,0.0,0.2962962962962963,0.3703703703703703,0.153777189888301,0.3595385067607289,risk_accumulation,medium_accumulated_intensity
2016-06,2016-06-30,069500,KODEX 200,위험자산,-0.5326353246814379,-1.959770688372566,-1.708561460952674,4.802643120377414,,2016-06-30,0.0120335129274147,2016-06-30,watch,2016-06-30,0.004115,-0.004051,0.003308,0.004907,0.17338,0.0,0.014656,-0.008023,-0.023023,1,0.001707,-0.1851851851851851,0.4814814814814814,0.0126543209876543,0.3436067019400352,mixed_or_neutral,medium_accumulated_intensity
2016-06,2016-06-30,114260,KODEX 국고채3년,방어 채권,-5.834680117048634,-4.451379362387502,-6.205987341852895,0.4995883150567026,0.020891448750739,2016-06-30,-0.3194313411496317,2016-06-30,buy,2016-06-30,0.007696,0.009045,0.006252,0.0121,0.015342,0.003581,0.019558,0.032533,-0.001686,0,0.004831,-0.1851851851851851,0.4814814814814814,0.0126543209876543,0.3436067019400352,mixed_or_neutral,medium_accumulated_intensity
2016-06,2016-06-30,153130,KODEX 단기채권PLUS,현금성 방어자산,-8.062182052916636,-3.163485398331031,-3.150349359638454,3.090326772057268,0.5412674064533753,2016-06-30,-0.2148884526475095,2016-06-30,watch,2016-06-30,0.001888,0.004234,0.002084,0.004817,0.001589,-0.002227,0.008328,0.015463,0.0,0,0.0,-0.1851851851851851,0.4814814814814814,0.0126543209876543,0.3436067019400352,mixed_or_neutral,medium_accumulated_intensity
2016-07,2016-07-31,069500,KODEX 200,위험자산,-2.269089783247867,-3.998979686324629,-5.89206814191305,-2.039149107800496,,2016-07-31,-0.2839857343857208,2016-07-31,watch,2016-07-31,0.029712,0.024255,0.027774,0.048757,0.11135,0.0,0.092305,0.026778,-0.00357,1,0.020348,-0.1785714285714285,0.25,-0.0746404425967918,0.4015237885277568,relief_accumulation,high_accumulated_intensity
2016-07,2016-07-31,114260,KODEX 국고채3년,방어 채권,1.1631610161066,-0.859333400868451,-2.446384810041468,-1.607023431099882,3.185716838059084,2016-07-31,-0.0112772757568823,2016-07-31,watch,2016-07-31,0.002045,0.009846,0.00469,0.01011,0.00888,-0.027667,0.018438,0.033245,-8.9e-05,0,0.000786,-0.1785714285714285,0.25,-0.0746404425967918,0.4015237885277568,relief_accumulation,high_accumulated_intensity
2016-07,2016-07-31,153130,KODEX 단기채권PLUS,현금성 방어자산,3.045325642630368,1.114846826380443,0.3907269729987244,-1.049969229576677,3.153766897077298,2016-07-31,0.1330939421902031,2016-07-31,watch,2016-07-31,0.001091,0.004029,0.001778,0.00432,0.001198,-0.028621,0.007839,0.015265,0.0,0,0.0,-0.1785714285714285,0.25,-0.0746404425967918,0.4015237885277568,relief_accumulation,high_accumulated_intensity
2016-08,2016-08-31,069500,KODEX 200,위험자산,-1.387679703745835,-3.082774921342669,-4.935380811783156,-4.207874581048564,,2016-08-31,-0.2722742003584044,2016-08-31,watch,2016-08-31,0.010466,0.052649,0.026453,0.050793,0.089264,0.0,0.089264,0.145258,-0.006793,1,0.017665,0.2499999999999999,0.6071428571428571,-0.0177820819685899,0.4099788989669942,mixed_or_neutral,high_accumulated_intensity
2016-08,2016-08-31,114260,KODEX 국고채3년,방어 채권,6.535944768087633,5.844138233349076,4.738919941948142,-0.8559398433933909,0.8902484622459019,2016-08-31,0.3430662312447473,2016-08-31,caution,2016-08-31,-0.001774,0.006977,-0.000236,0.005105,0.011479,-0.01224,0.010111,0.027149,-0.002571,0,-0.003214,0.2499999999999999,0.6071428571428571,-0.0177820819685899,0.4099788989669942,mixed_or_neutral,high_accumulated_intensity
2016-08,2016-08-31,153130,KODEX 단기채권PLUS,현금성 방어자산,6.763187941602991,8.34744147991992,7.164285980301529,-0.4896730806764243,0.468153687447658,2016-08-31,0.4450679201719134,2016-08-31,caution,2016-08-31,0.000594,0.003577,0.00117,0.003684,0.001282,-0.009872,0.006879,0.014615,-5e-05,0,0.0,0.2499999999999999,0.6071428571428571,-0.0177820819685899,0.4099788989669942,mixed_or_neutral,high_accumulated_intensity
2016-09,2016-09-30,069500,KODEX 200,위험자산,1.509408724894857,-1.413307281001995,-3.372867664031429,1.312921176321314,,2016-09-30,-0.039276900876345,2016-09-30,watch,2016-09-30,0.003519,0.059863,0.013491,0.038957,0.13875,0.0,0.053489,0.092213,-0.012505,0,-0.001475,0.1034482758620689,0.4482758620689655,0.134449617437439,0.5010909802405423,risk_accumulation,high_accumulated_intensity
2016-09,2016-09-30,114260,KODEX 국고채3년,방어 채권,0.8526854274674442,0.9185793550781982,2.936129556508705,-0.0606420181015867,-0.9418084909780507,2016-09-30,0.0740988765994942,2016-09-30,watch,2016-09-30,0.00189,0.002424,0.001683,0.005809,0.014352,-0.001629,0.013115,0.028051,0.0,0,0.000465,0.1034482758620689,0.4482758620689655,0.134449617437439,0.5010909802405423,risk_accumulation,high_accumulated_intensity
2016-09,2016-09-30,153130,KODEX 단기채권PLUS,현금성 방어자산,3.100745996304242,6.020858679140922,6.917754004756736,-1.358017715912669,-0.9475099337451336,2016-09-30,0.2746766206108819,2016-09-30,watch,2016-09-30,0.000941,0.002827,0.001235,0.003597,0.00122,-0.002578,0.007023,0.014368,0.0,0,0.0,0.1034482758620689,0.4482758620689655,0.134449617437439,0.5010909802405423,risk_accumulation,high_accumulated_intensity
2016-10,2016-10-31,069500,KODEX 200,위험자산,1.781844901171656,1.197265006119473,0.7774173802858839,-2.855072583049973,,2016-10-31,0.0180290940905408,2016-10-31,watch,2016-10-31,-0.015995,0.013498,-0.00226,0.009337,0.096405,0.0,0.030509,0.043533,-0.017699,0,-0.005755,0.3448275862068966,0.5517241379310345,0.1977976769677645,0.4996588322429866,risk_accumulation,high_accumulated_intensity
2016-10,2016-10-31,114260,KODEX 국고채3년,방어 채권,8.035220939337407,8.093202286881633,8.445782686295088,-1.418722031205275,-2.612671222234985,2016-10-31,0.4108562531814774,2016-10-31,caution,2016-10-31,-0.003027,-0.002565,-0.002562,0.000437,0.009986,0.012968,0.006903,0.019815,-0.0048,0,-0.005294,0.3448275862068966,0.5517241379310345,0.1977976769677645,0.4996588322429866,risk_accumulation,high_accumulated_intensity
2016-10,2016-10-31,153130,KODEX 단기채권PLUS,현금성 방어자산,6.967373217186339,8.99733305204659,9.746970358204548,-3.927313577306452,-3.275965619132632,2016-10-31,0.3701679486199679,2016-10-31,caution,2016-10-31,0.000643,0.002329,0.000979,0.003097,0.001002,0.016638,0.006318,0.013671,0.0,0,0.0,0.3448275862068966,0.5517241379310345,0.1977976769677645,0.4996588322429866,risk_accumulation,high_accumulated_intensity
2016-11,2016-11-30,069500,KODEX 200,위험자산,-0.7947910360616006,0.7771557932843967,0.2861195852225636,0.864231370048531,,2016-11-30,0.0226543142498778,2016-11-30,watch,2016-11-30,-0.00509,-0.006452,-0.003279,0.014338,0.133039,0.0,0.054556,0.057292,-0.022316,0,0.008183,0.5517241379310345,0.6206896551724137,0.3564468198944116,0.5917280439208463,risk_accumulation,high_accumulated_intensity
2016-11,2016-11-30,114260,KODEX 국고채3년,방어 채권,9.288023251688218,9.549838647769043,10.0,1.741500506961764,0.0051075266294334,2016-11-30,0.6116893986609692,2016-11-30,caution,2016-11-30,-0.007149,-0.010578,-0.007051,-0.006454,0.020636,-0.002059,-0.001633,0.014072,-0.012444,0,-0.007986,0.5517241379310345,0.6206896551724137,0.3564468198944116,0.5917280439208463,risk_accumulation,high_accumulated_intensity
2016-11,2016-11-30,153130,KODEX 단기채권PLUS,현금성 방어자산,10.0,10.0,10.0,4.396252761531345,-1.155575927919938,2016-11-30,0.6648135366722281,2016-11-30,caution,2016-11-30,9.9e-05,0.001535,0.0004,0.002284,0.001772,0.005189,0.005217,0.012823,-0.000395,0,0.0,0.5517241379310345,0.6206896551724137,0.3564468198944116,0.5917280439208463,risk_accumulation,high_accumulated_intensity
2016-12,2016-12-31,069500,KODEX 200,위험자산,-4.440362310202714,-3.25959291808495,-3.947099258628054,-4.652087484486075,,2016-12-31,-0.3259828394280359,2016-12-31,buy,2016-12-31,0.036009,0.025716,0.028504,0.049615,0.079212,0.0,0.087119,0.096708,0.0,0,0.033599,-0.0689655172413792,0.7586206896551724,0.253553708626916,0.6470794309635307,risk_accumulation,high_accumulated_intensity
2016-12,2016-12-31,114260,KODEX 국고채3년,방어 채권,-4.110404730897064,1.955583009490587,5.918271893156469,-0.4897706543720625,3.91639841724301,2016-12-31,0.1438015586924188,2016-12-31,watch,2016-12-31,0.004439,-0.008061,0.000559,-0.003093,0.013964,-0.031571,-0.005657,0.013966,-0.00594,0,0.003929,-0.0689655172413792,0.7586206896551724,0.253553708626916,0.6470794309635307,risk_accumulation,high_accumulated_intensity
2016-12,2016-12-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-4.907660108114292,2.946254385045948,4.924433834748352,0.0399975506945567,4.314646799508999,2016-12-31,0.1463534492376713,2016-12-31,watch,2016-12-31,0.001744,0.002338,0.001414,0.003085,0.001424,-0.034266,0.005172,0.013493,0.0,0,0.0,-0.0689655172413792,0.7586206896551724,0.253553708626916,0.6470794309635307,risk_accumulation,high_accumulated_intensity
2017-01,2017-01-31,069500,KODEX 200,위험자산,-3.747050195681167,-5.346358154457743,-4.991033128878904,-3.126602753250014,,2017-01-31,-0.3442208846453566,2017-01-31,buy,2017-01-31,0.035348,0.06698,0.045461,0.061237,0.085694,0.0,0.081382,0.216935,-0.005476,0,0.033358,0.0689655172413793,0.4137931034482759,0.0869299752680978,0.6095497106888732,risk_accumulation,high_accumulated_intensity
2017-01,2017-01-31,114260,KODEX 국고채3년,방어 채권,1.472274341515459,2.195697675446526,5.056196681455668,-1.567922910390979,3.800504157486676,2017-01-31,0.219134998910267,2017-01-31,watch,2017-01-31,0.000721,-0.003815,0.001645,-0.003155,0.010591,-0.034627,-0.00637,0.011055,-0.004171,0,-0.00194,0.0689655172413793,0.4137931034482759,0.0869299752680978,0.6095497106888732,risk_accumulation,high_accumulated_intensity
2017-01,2017-01-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-3.204205971374943,-0.1945158226464266,2.360993470285484,-1.725933322328741,3.610744193447377,2017-01-31,0.016941650947655,2017-01-31,watch,2017-01-31,0.00145,0.003245,0.001846,0.003426,0.001245,-0.033898,0.005582,0.013315,-5e-05,0,0.0,0.0689655172413793,0.4137931034482759,0.0869299752680978,0.6095497106888732,risk_accumulation,high_accumulated_intensity
2017-02,2017-02-28,069500,KODEX 200,위험자산,1.649272662082455,-1.685367792839887,-2.82690413435956,-5.645658504488427,,2017-02-28,-0.1701731553921083,2017-02-28,watch,2017-02-28,-0.000913,0.08269,0.022532,0.049269,0.058275,0.0,0.06603,0.166264,-0.010308,0,0.003341,-0.1379310344827586,0.3448275862068966,0.0064854091913478,0.4861186950301618,mixed_or_neutral,high_accumulated_intensity
2017-02,2017-02-28,114260,KODEX 국고채3년,방어 채권,-0.7474627842860222,0.4787114426165479,1.690176439037485,-1.676856591495579,-3.132618450414676,2017-02-28,-0.0677609988908448,2017-02-28,watch,2017-02-28,0.002345,0.007702,0.002042,0.001261,0.010472,0.003258,-0.006263,0.006286,-0.00027,0,0.000104,-0.1379310344827586,0.3448275862068966,0.0064854091913478,0.4861186950301618,mixed_or_neutral,high_accumulated_intensity
2017-02,2017-02-28,153130,KODEX 단기채권PLUS,현금성 방어자산,-2.003812806972668,-1.339959568154103,-1.398146280720927,-2.650887064878168,-2.743137489692197,2017-02-28,-0.2027188642083612,2017-02-28,watch,2017-02-28,0.001298,0.004646,0.001814,0.003978,0.001202,0.002211,0.005989,0.013162,0.0,0,0.0,-0.1379310344827586,0.3448275862068966,0.0064854091913478,0.4861186950301618,mixed_or_neutral,high_accumulated_intensity
2017-03,2017-03-31,069500,KODEX 200,위험자산,-5.679546465602673,-5.114266367940726,-5.852270880483715,-3.653602576274722,,2017-03-31,-0.4059937258060367,2017-03-31,buy,2017-03-31,0.033309,0.084759,0.036383,0.072696,0.07369,0.0,0.100019,0.173392,-0.006786,0,0.042273,-0.3103448275862069,0.5172413793103449,-0.0947081802069487,0.5025655547446735,relief_accumulation,high_accumulated_intensity
2017-03,2017-03-31,114260,KODEX 국고채3년,방어 채권,-3.743140203332512,-2.368055954813681,0.8051381279456898,0.5516793866400692,3.180480448926192,2017-03-31,-0.0314779638926848,2017-03-31,watch,2017-03-31,0.003506,0.004773,0.00329,0.001823,0.014984,-0.029803,-0.002811,0.009283,0.0,0,0.002911,-0.3103448275862069,0.5172413793103449,-0.0947081802069487,0.5025655547446735,relief_accumulation,high_accumulated_intensity
2017-03,2017-03-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-0.1646119109672115,-1.587253713901402,-0.2314166970575126,-6.053704690492302,3.605775577917752,2017-03-31,-0.0886242286900135,2017-03-31,watch,2017-03-31,0.001047,0.003849,0.001624,0.003731,0.000942,-0.032262,0.006296,0.013213,0.0,0,0.0,-0.3103448275862069,0.5172413793103449,-0.0947081802069487,0.5025655547446735,relief_accumulation,high_accumulated_intensity
2017-04,2017-04-30,069500,KODEX 200,위험자산,-2.093560451343275,-7.023824127306208,-5.981455580414126,-2.962857022540477,,2017-04-30,-0.3612339436320817,2017-04-30,buy,2017-04-30,0.021923,0.066882,0.042918,0.07706,0.077175,0.0,0.142373,0.183047,0.0,0,0.022797,-0.2413793103448276,0.3793103448275862,-0.1118177911862914,0.4429789018630015,relief_accumulation,high_accumulated_intensity
2017-04,2017-04-30,114260,KODEX 국고채3년,방어 채권,-0.0262672353801105,-1.784697517528188,-0.0280199293165941,0.809515126054904,1.633100111477428,2017-04-30,0.0120726111061487,2017-04-30,watch,2017-04-30,0.000719,0.005677,0.002583,0.002623,0.01309,-0.021204,0.001473,0.007306,-0.000629,0,-0.000466,-0.2413793103448276,0.3793103448275862,-0.1118177911862914,0.4429789018630015,relief_accumulation,high_accumulated_intensity
2017-04,2017-04-30,153130,KODEX 단기채권PLUS,현금성 방어자산,-0.603163250492966,-1.718022234335741,-1.441438779140303,-5.800498811360272,1.550715291311448,2017-04-30,-0.1602481556803567,2017-04-30,watch,2017-04-30,0.001245,0.003544,0.00162,0.00388,0.000884,-0.020678,0.006851,0.013212,0.0,0,0.0,-0.2413793103448276,0.3793103448275862,-0.1118177911862914,0.4429789018630015,relief_accumulation,high_accumulated_intensity
2017-05,2017-05-31,069500,KODEX 200,위험자산,-7.179518596338472,-7.935543378849824,-10.0,3.098708849515396,,2017-05-31,-0.440327062513458,2017-05-31,buy,2017-05-31,0.068285,0.133107,0.070195,0.145236,0.128418,0.0,0.234317,0.309951,-0.007625,0,0.064894,-0.4137931034482759,0.5517241379310345,-0.1872105621729322,0.4910723154736564,relief_accumulation,high_accumulated_intensity
2017-05,2017-05-31,114260,KODEX 국고채3년,방어 채권,-2.12528179563163,-3.201499951162784,-3.719098431569972,-3.381480966107447,7.175101033283039,2017-05-31,-0.1050452022237759,2017-05-31,watch,2017-05-31,0.002517,0.006213,0.003449,0.007565,0.010386,-0.065768,0.013964,0.00813,0.0,0,0.001174,-0.4137931034482759,0.5517241379310345,-0.1872105621729322,0.4910723154736564,relief_accumulation,high_accumulated_intensity
2017-05,2017-05-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-3.091123074207782,-2.187163067613448,-4.600742473579955,-2.221316154702614,7.185294133104848,2017-05-31,-0.098301012739979,2017-05-31,watch,2017-05-31,0.001493,0.00354,0.001751,0.004328,0.001095,-0.066793,0.007953,0.013313,0.0,0,0.0,-0.4137931034482759,0.5517241379310345,-0.1872105621729322,0.4910723154736564,relief_accumulation,high_accumulated_intensity
2017-06,2017-06-30,069500,KODEX 200,위험자산,-0.9621230559513592,-4.734570956863912,-6.268942584996212,-1.684126722944882,,2017-06-30,-0.2729952664151273,2017-06-30,watch,2017-06-30,0.024195,0.116379,0.054258,0.119681,0.089143,0.0,0.21847,0.294751,-0.003023,0,0.026155,-0.1724137931034483,0.3103448275862069,-0.2002135624364688,0.4309469328386953,relief_accumulation,high_accumulated_intensity
2017-06,2017-06-30,114260,KODEX 국고채3년,방어 채권,0.622433262978552,-0.7841749379606575,-1.011421863746447,-2.969331236922067,0.5060252419410044,2017-06-30,-0.0727293906741923,2017-06-30,watch,2017-06-30,-0.00038,0.003219,0.001238,0.003434,0.010742,-0.024574,0.007463,0.004335,-0.001365,0,-0.001005,-0.1724137931034483,0.3103448275862069,-0.2002135624364688,0.4309469328386953,relief_accumulation,high_accumulated_intensity
2017-06,2017-06-30,153130,KODEX 단기채권PLUS,현금성 방어자산,1.319116915268274,0.032225941689366,-1.771343746474847,0.6982035562538271,0.3746945655958971,2017-06-30,0.0130579446466503,2017-06-30,watch,2017-06-30,0.000944,0.003487,0.001493,0.003881,0.001277,-0.023251,0.007211,0.012709,0.0,0,0.0,-0.1724137931034483,0.3103448275862069,-0.2002135624364688,0.4309469328386953,relief_accumulation,high_accumulated_intensity
2017-07,2017-07-31,069500,KODEX 200,위험자산,2.682995648811266,0.5925463544505121,-3.10032080590371,0.4179298589307205,,2017-07-31,0.0118630211257757,2017-07-31,watch,2017-07-31,0.00744,0.102272,0.017938,0.098283,0.097248,0.0,0.185136,0.284802,-0.023726,0,0.004052,-0.1071428571428571,0.3214285714285714,-0.1977271048904874,0.4247716498263844,relief_accumulation,high_accumulated_intensity
2017-07,2017-07-31,114260,KODEX 국고채3년,방어 채권,-1.582202743498944,-2.376098694339956,-2.217643989267161,-5.297698898545889,-2.779670186187731,2017-07-31,-0.2850662902367936,2017-07-31,watch,2017-07-31,0.001081,0.00322,0.001574,0.00377,0.008497,-0.006359,0.007008,0.000423,-0.000285,0,0.00012,-0.1071428571428571,0.3214285714285714,-0.1977271048904874,0.4247716498263844,relief_accumulation,high_accumulated_intensity
2017-07,2017-07-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-1.844287733588543,-1.726558286103987,-3.37203589440238,-6.795766972086655,-2.492244296473013,2017-07-31,-0.3246178636530916,2017-07-31,buy,2017-07-31,0.001241,0.003682,0.001569,0.003971,0.000735,-0.006199,0.006989,0.012609,0.0,0,0.0,-0.1071428571428571,0.3214285714285714,-0.1977271048904874,0.4247716498263844,relief_accumulation,high_accumulated_intensity
2017-08,2017-08-31,069500,KODEX 200,위험자산,7.055679226468458,4.839281417428847,2.135309468504853,3.435449286093326,,2017-08-31,0.3493143879699097,2017-08-31,caution,2017-08-31,-0.0293,0.013312,-0.013328,0.044751,0.120089,0.0,0.15024,0.226099,-0.043897,0,-0.032785,0.1071428571428571,0.3928571428571428,-0.0126309719290014,0.408065525060599,mixed_or_neutral,high_accumulated_intensity
2017-08,2017-08-31,114260,KODEX 국고채3년,방어 채권,-1.174205950012357,-3.058608302630603,-2.74026958255107,-1.58443082680806,-7.250467810995712,2017-08-31,-0.3161596494599561,2017-08-31,buy,2017-08-31,0.001531,0.001691,0.001799,0.0035,0.011186,0.030831,0.00728,0.00061,0.0,0,8e-06,0.1071428571428571,0.3928571428571428,-0.0126309719290014,0.408065525060599,mixed_or_neutral,high_accumulated_intensity
2017-08,2017-08-31,153130,KODEX 단기채권PLUS,현금성 방어자산,1.054003543539279,-0.504091636363997,0.0941565927981132,2.549451398436796,-6.710746987067387,2017-08-31,-0.0703445417731439,2017-08-31,watch,2017-08-31,0.000892,0.00308,0.001447,0.003518,0.001348,0.030193,0.006581,0.01271,0.0,0,0.0,0.1071428571428571,0.3928571428571428,-0.0126309719290014,0.408065525060599,mixed_or_neutral,high_accumulated_intensity
2017-09,2017-09-30,069500,KODEX 200,위험자산,-1.545864903223669,1.505755814313441,1.015331015492488,0.7838094859122904,,2017-09-30,0.035180628249891,2017-09-30,watch,2017-09-30,0.022581,0.015125,0.01238,0.05699,0.101869,0.0,0.133265,0.259551,-0.016278,0,0.027995,0.1071428571428571,0.1785714285714285,-0.0284116232699976,0.3292414379544922,mixed_or_neutral,medium_accumulated_intensity
2017-09,2017-09-30,114260,KODEX 국고채3년,방어 채권,3.027433393807449,1.643088494423723,0.3894050887766557,1.121317718597761,0.7592423801794987,2017-09-30,0.1388097415157017,2017-09-30,watch,2017-09-30,-0.00134,-0.00062,-0.000973,0.000212,0.013279,-0.023921,0.002596,-0.000853,-0.003064,0,-0.003309,0.1071428571428571,0.1785714285714285,-0.0284116232699976,0.3292414379544922,mixed_or_neutral,medium_accumulated_intensity
