year_month,ticker,name,asset_class,underlying_asset,risk_group,score_method_source,benchmark_rs_note,score_return,score_ma_pos,score_momentum,score_vol,score_rs,score_ma20_gap,score_ma60_gap,score_vol20,score_drawdown_60,score_risk_vs_cash_ret20,extended_signal_source,extended_signal_note
2014-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-7.039982538516359,-10.0,-10.0,5.160438366533809,3.60953453600671,-1.554107064311617,-2.6343621439238074,1.2865576902845728,-0.17061762641548242,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.978107628743433,-0.0834506430686417,1.418307961676434,-2.675696427904006,,0.24003552564121924,-0.023756268825312447,-0.67356059921314,-0.033894687522950676,0.9957036322375864,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.7246212871155767,-3.281721920114568,-4.549894831134181,-4.531503224561577,-4.655241309724784,-0.16679132975754624,-0.31925878916405687,-1.140505293239588,-0.729516274925153,0.12410057353860726,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.6539077033555887,-3.942935846506712,-6.303910060056919,10.0,-4.714908599821526,0.3197870452011268,-0.7322142256736118,3.18583635265893,-0.12799055634038686,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,6.335253238615014,5.6530073894790025,4.168354773746575,-6.5027433526325655,,1.280458578884309,1.307608427785079,-1.6411554713373266,1.5345222939512315,1.6104638009354233,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-7.099284518471646,-7.813418433281396,-7.799013087650591,-1.2260587950741395,-7.013590793101265,-1.53204819738634,-1.4521713886723588,-0.30973081243482514,-0.6767725124438067,-1.755026394925493,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-5.973591102364809,-5.269134208967683,-9.954632264361184,10.0,-6.231014377287464,-0.016238398541114883,-1.0801849815798843,4.002019400301994,-0.13710398513721453,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.0584573445878702,2.741327901769948,7.044260207091748,3.8248300116938334,,-1.3706522339985914,1.0279198020376996,0.9638184760772084,1.436171296446411,0.2635782425117458,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.3207281983639123,-8.535250425936267,-7.695251910411337,0.5136825717035193,-3.542748610893466,-1.5719173936429982,-2.0609280374683085,0.1299541842478856,-0.6646473103480486,-0.6828940253942267,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.36727378351464,-2.303163716036204,-5.563703789909616,-1.63747692440986,-3.1082719887612136,0.817324414209132,-0.3791833987439935,-0.4100767107000305,-0.14024258922238775,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.5319530785937348,-0.7631822414136233,3.3832364561020984,-4.783435298568507,,-0.9797327338997874,-0.4631862296578965,-1.2035398256356502,0.2701810562886479,-0.6533658792782093,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.2952859809028734,-4.169821591993454,-6.461084528465895,-1.0131873447463549,3.2726313487588814,-0.40992080026203015,-0.8523379455684128,-0.25443397460757683,-0.6470661828906259,0.17226328787386463,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.156288488376936,3.8307928819210506,-0.91588503563256,-1.2469690406779474,3.771575753705619,1.536743103693259,1.447305762048437,-0.3117916739886155,-0.1398711262736128,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.9700866143476512,2.247982784219396,5.285817411244541,1.1956385730298107,,0.4627006616552078,-0.04464115168402509,0.2970856761775917,-0.32253506082526207,0.4568074639857913,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.781746427821235,-0.043064575075837,-1.3595792012207484,0.2083208372909944,-2.5438371834961684,-0.38125098090809667,0.5324816572526455,0.05208449015181304,-0.7227271825909266,0.9433892790482712,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2014-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,9.13022982070502,8.547467250936737,6.943080844995759,-1.5236133701423384,-3.0126105334623565,1.1486447180461985,2.476799903578458,-0.38100853220796993,-0.14493202045183,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.162329106534704,-3.3935981256568946,-1.5510702134427554,3.4871902756421203,,-1.0910594788661883,-0.9278289106416885,0.8643062628405818,-1.0869367643570607,-1.051226198888857,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.1705823207897526,-2.6182632084529853,-2.4584665925956526,5.229496489715362,3.9815991671578943,-0.6276082282384249,-0.5067695130155736,1.3145789557165997,-0.6972856028828723,-1.2185645639404528,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.7601896181130126,5.932788697576957,6.207320940361517,-0.622964319234177,4.426628573768345,1.0619068962564182,1.2184897915770876,-0.1551929461972398,-0.15666713437684002,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.4119372629952411,-2.7475424973200475,0.8822285402750775,-8.727619796001466,,-0.24087224564770152,-0.7654059236083314,-2.2003706159522003,-1.0147216464933702,0.08295813061783026,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.340587336953509,3.665524655972515,1.2910545356670375,-1.6342734976156352,1.0771659085092165,1.0821315538783653,0.8665838550506365,-0.40566887483422515,1.0540338769605897,1.0034330610236053,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.793658309587319,6.519164906637717,7.578584703416827,-1.255343585366708,0.7276850210768943,1.0155101303060243,1.2632715677298583,-0.31249668370998457,-0.1695320508317721,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-1.2978378026824449,-4.004652261483086,-3.3453868867016645,0.5078141550456531,,-0.18775843452611293,-0.9154724635498613,0.12200556180550653,-0.6687923709429208,-0.3109203934577971,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-6.67968661909976,-5.465892785963009,-4.889945097294408,-2.3363507762130644,1.0783502822458306,-1.721843251214473,-1.378645935127242,-0.5864027868945912,-0.6930523261690423,-1.7090907660009276,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-3.6845413457849183,1.8597293777045087,2.257263662956185,-1.5104125222761036,1.7762546711633114,0.06170202804289663,0.07897715600992897,-0.37807258864733706,-0.1695320508317721,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-6.563800116162787,-5.797702034378495,-8.63734880003072,-1.8451578513262403,,-0.4573150555838114,-1.380509380700037,-0.4567753275972213,-0.2856399270282799,-1.6732090374177406,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,10.0,9.706981580292476,8.502969077031585,-0.0944695520551604,7.445438615493041,2.869771439703421,2.1672679316119985,-0.02163309748613686,3.596600978924414,2.5377863194618238,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,8.606860379706111,7.260254082817019,8.163610105905247,-2.071637117034552,6.647413389332174,2.1015630103408385,1.567002023358719,-0.5177608465475124,-0.18334932829253697,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.702484441950017,-0.5198797754483144,-1.7724524911058126,7.277108662650572,,0.6024316728381389,0.12190319219604764,1.8377380144518245,0.4585251458423491,1.1613319938744349,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.7348493297239609,1.606825164187626,3.950049658771123,6.167822783828427,-4.625436984247637,-1.415259721026784,0.9136489759357163,1.5142310612415337,-0.42177684173988156,-0.36501594000937565,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.2145453679488245,6.753023295978776,7.3406556093763955,-1.6381858009073589,-4.98933701211265,0.8093853914970274,1.8662321284696426,-0.41048432503547483,-0.1888978551140066,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.050329773209433,2.6220175165612822,1.1294274146873362,-1.1131966351968816,,-0.016273425194936277,1.114986191957373,-0.2808956352775409,1.3703210285811656,0.49160331770228327,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,5.459063137001556,6.1605359486150535,7.670357738926986,-5.526999966175008,-2.5532723138426263,0.6406149001742428,1.3998608095493648,-1.382955906924859,-0.05566228209178749,1.3685437945365342,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.233038325260429,6.908575871464766,6.726047151073744,-1.62917374529675,-3.1683302873185943,1.392039336744572,1.5901139836135048,-0.4064822434611254,-0.19787275932696907,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,5.415500474199972,5.247127016167235,6.388924725052137,5.597515692755437,,0.8334919313102847,1.2716971414114475,1.40994927640405,1.3426803714390247,1.3431247931557042,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.1361950374563099,4.463107355979942,5.5672958908586745,-3.580814510029976,-5.443182715669181,0.33048555554453973,0.784479250787069,-0.9011163143331238,0.19636174642939447,-0.14972853592713092,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.922155272960588,6.919413207839352,6.87041249829215,-2.5693379671485443,-5.545757200170442,1.2937786533306064,1.5478370064245308,-0.6434020329807907,0.5807961465018889,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.872648585658778,5.932394768765208,6.930943085056624,9.27592214924571,,0.3960662630339946,1.3813674691850433,2.3499013675152387,1.2399903020666214,1.2058263905913942,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.5769716381802678,3.435318718121141,5.541470597763983,-3.869508291299535,-4.744901216131575,0.24883940697104667,0.5172705176327285,-0.9649634984544979,-0.2991461379084532,-0.05556738911980565,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,5.345164526007289,7.744873741936324,7.456159606009583,-2.373483697049658,-4.964777981492796,1.5070955617004191,1.827382742278261,-0.597011635124182,-0.19630136886173516,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-3.2133728010970817,0.8711612936351275,1.852006912838296,8.587512378182112,,-0.7681971021574137,-0.05238258587033239,2.176506835528801,0.494991693875374,-0.814269090649597,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
