year_month,ticker,name,asset_class,underlying_asset,risk_group,score_method_source,benchmark_rs_note,score_return,score_ma_pos,score_momentum,score_vol,score_rs,score_ma20_gap,score_ma60_gap,score_vol20,score_drawdown_60,score_risk_vs_cash_ret20,extended_signal_source,extended_signal_note
2015-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.293712561117259,2.8294009125659425,4.822503091504189,-4.803496219695122,7.194295414176514,0.6886200409022858,0.5671312301814334,-1.2089837939625288,-0.12139056755603188,0.9662787854651406,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.116384494141314,7.118411946879165,7.320466464734212,-4.316203494472927,6.865235525292055,1.6310657263509216,1.571805166857273,-1.0844139596894682,1.658113222903207,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.591993012586808,-0.7022010049788083,-0.4359817098227556,3.595820025143933,,0.4048600692822413,-0.2549844056181611,0.9051791334616104,-0.32389122510834356,0.625552533755748,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,5.870995394822133,6.521903673164824,7.616552048700631,-0.0039055201400556,-2.1541995834959766,0.5392506477083934,1.8861601255074543,-0.003624537233281882,1.5261575650968549,1.3234391918060393,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,8.760908422518463,10.0,8.578923141765836,-1.2353324629056248,-2.7006906829657726,2.3925770840753158,2.5602107505976845,-0.3174815164880957,7.562271569881958,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.316704234952116,-0.1702495842458316,-0.4927127797553433,1.28755785222842,,-0.09976016764998143,0.2986976767039707,0.3240231827155927,-0.1273771221724027,0.5906965143243036,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.362056279280853,0.3751545051735947,2.993444474329904,-1.0763452410163998,-0.9304802188209378,-0.8523048684826199,0.013019873759143721,-0.27156015936718575,-0.8790884619984195,-0.5687161242151731,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2015-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.431482513793898,3.834607365576227,5.094267819108432,10.0,-0.6438013878596929,-0.21191973505147868,0.8064531725622764,5.760169086926214,10.0,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.5051504976529406,1.512363778174577,3.760834402426255,7.614522476438021,,-0.22744660327027988,0.6556520394561273,1.924612324230368,0.6809877979582318,0.8814404637157027,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.1371998093084332,-1.3802404630940828,2.219861494801851,-4.089959072699023,-4.046786158468613,-0.5009097802851554,-0.7943938237231243,-1.0292660269287213,-0.8523344626025718,-0.3403509759801741,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.8467748085829503,3.0239438517367505,5.164018583429487,-3.539290851666527,-3.90879712921942,0.5629609021595426,0.3549605670257503,-0.8924882070664074,-0.2887951194073848,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.7270242800233224,-1.1758104587829683,-2.724874112974507,3.1237400803592674,,-0.7421950111495603,-0.2568839164938027,0.7874233069523651,-0.29661437683725234,-0.6779384340982813,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-3.911209215383885,-3.450404478596421,-2.904122932385585,-0.2114847762531219,3.846677462144689,-0.23284807787342324,-1.2032801126112596,-0.057705954688019555,-0.6672117100896254,-1.006027805645186,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.0751522954572232,1.091948522726728,2.117134855601447,3.2178212952215413,4.232938313954482,0.3192917370189681,-0.13124121089804833,0.8078168533203335,-0.31609353857214467,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.757238715246463,-4.249651379088146,-3.5215541291068506,-7.696606867224435,,-0.5429217952838346,-1.3019479746052423,-1.939720349649251,-1.265311992107984,-0.6951281545440328,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.53012707143956,-0.6076726756517014,-0.1127899635783923,10.0,3.08558575374774,0.13264100313572838,-0.04561688793375835,3.7528241494978634,2.5300103740460114,1.157126246367669,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.615763621945999,1.853616532050557,2.8077086287711115,1.927951872688622,3.045410462687193,-0.006141808628762683,0.47839881998662176,0.48043774271899026,-0.353612440209436,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.0367589753314592,-2.6834284209399413,-2.9152851632557173,-1.498605157903696,,-0.01639507408606886,-0.6373259318970309,-0.36976207660281357,-0.9563504562188907,-0.007574555179272315,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.3598330856292506,0.4970617036955739,1.182506773628316,-2.3972594043403763,-0.2395342609991957,-0.032116932462020485,0.516274816142967,-0.6011204477331794,1.6901443966566354,0.3402897349667399,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.0042587814427406,1.2901961377239932,2.614009117014616,-1.616547271458198,-0.3884601082600986,-0.4872218917416119,0.504659427768297,-0.4037997644647237,-0.36967988337204766,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.0889938878277513,-2.5667949789728626,-2.370896938277237,-4.451451089552955,,-0.5925018952187707,-0.22755770720025686,-1.11821826526432,-0.8039679294476596,0.011495153895337671,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.7554347014151097,3.810692833067159,3.2619617764107063,-1.4241559521763474,-0.1623424557567813,0.8846988228487913,0.8960703493804625,-0.35990432153209084,1.4560153541712426,0.6039699245667736,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.512269232615909,4.739057003962098,3.688127048349259,-0.3693938586707517,-0.3877589595485758,1.498467449565123,1.1149547818002354,-0.09667539040100899,-0.3854678722157605,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.5326121607900678,-1.959760568934044,-1.7085684549737397,4.802488545382886,,-0.05956412140643796,-0.24229947208330951,1.2105121212185772,-0.6544416373780337,-0.12247024476469116,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-5.834686879231519,-4.451427767785009,-6.205965665857446,0.4998078408938923,0.0209187805147365,-0.8915728760226564,-1.1104276220857645,0.12610850475384935,-0.37572511781873325,-1.366297969459693,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-8.059575241317408,-3.1602991585869864,-3.1501588390723128,3.089908029023294,0.5412882617654474,-0.7429917996701026,-1.116066743613428,0.7763090673451506,-0.3809032239776828,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.269090434400104,-3.99898593750418,-5.892092772623087,-2.0389921207226727,,-0.5302059286429542,-0.8735575055764538,-0.5125627904627608,-1.0713474566102426,-0.5778646730197661,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.163264064823661,-0.8592025603963961,-2.446349269647458,-1.6071304380534503,3.1857365623576555,0.40662908784969415,-0.3714902798336865,-0.40055538947176983,-0.7726781432677585,0.2344673694186112,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,3.0451675757599848,1.1160896991032931,0.3909787643228448,-1.0631551416921965,3.1537706617616355,0.8908435993162193,0.04043527130743135,-0.2625662762679928,-0.40119742374211964,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-1.3877015756277626,-3.082816853535558,-4.935392550492,-4.207836716904271,,-0.028454522559444848,-0.6694310381496875,-1.0526936312356392,-0.8248065988566295,-0.36967785240577683,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,6.535839230286009,5.843946037911634,4.738906342877427,-0.855791610882462,0.8902965404923211,1.4838282394307203,1.453968597182103,-0.2134905070601417,-0.14014086442840035,1.6038618130201516,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.762193352661903,8.34608332432558,7.163381421977892,-0.4791118473133529,0.4681670874576272,1.6486093704855498,2.181028665238967,-0.1173427983369391,0.820235219146432,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.509446537491224,-1.4132939786463108,-3.3728689791379973,1.3128419701506175,,0.2175551406357513,-0.07686358860826312,0.31981162647849076,-0.5412791709931951,0.3723835743465211,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.852781826209731,0.918567777333177,2.9361313302716026,-0.0607510079121191,-0.941782659800428,-0.8463370469911481,0.545774294686142,-0.013080753964710428,-0.8618351664637313,0.14537050027113693,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,3.1007631758214336,6.020748446978505,6.918639946304413,-1.3671312390668473,-0.9474737664007236,0.41896846607410665,1.5685068260513886,-0.3377682803471191,-0.4439429256626244,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.7818304547028816,1.1972633089108935,0.7774012589551158,-2.8551096789205603,,0.5223996325713374,0.5447292059763352,-0.7179910925816902,-0.24079815792496248,0.42708321423269757,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,8.035228873271857,8.093174124104326,8.445860615759802,-1.4187855131445342,-2.612643558988699,1.303366790370163,1.748353384976442,-0.3558370454517962,0.36117245922148866,2.0218703774650955,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.9682740229481,8.998338857237934,9.748002719355732,-3.929428321200088,-3.275939564396797,1.378339873944602,1.946101904004961,-0.9776667784251453,-0.4882133187374381,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.7946972178797187,0.7771577652451858,0.2860859071516339,0.8641641346425069,,-0.48569090778160284,0.42354062881645815,0.2182083841205688,-0.09467552638185384,-0.24717433439598213,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,9.288028808890529,9.5498225622364,10.0,1.7413522060416904,0.0051284320189682,1.117216524639903,2.277369050750494,0.4379716717766625,1.9684081493593724,2.265804164473037,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,10.0,10.0,10.0,4.405859498738819,-1.1555763050737016,2.399228450665857,2.7196924381109593,1.1104609996657075,3.5823210641148315,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.44040321277962,-3.259608203121436,-3.9471112300281823,-4.652110638914014,,-0.6209859629735057,-0.8931725522147007,-1.1723917659804919,-1.0158440213796536,-1.097501386622683,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.11033190565133,1.9557228560400373,5.918352375290088,-0.4899545952582254,3.9164301469746574,-1.1813105656582625,0.27401664148644184,-0.12177738353678515,0.2647259775271047,-0.9918452280075994,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2016-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-4.90859907976699,2.945461780257226,4.924079113282418,0.0390068065289733,4.3146295259888445,-0.18347587410313312,0.33947961142625743,0.010656455839163172,-0.39259882811940117,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-3.746973735385081,-5.346268687514158,-4.9909884286740365,-3.1265681316967764,,-0.30581531740465706,-1.4381268498132556,-0.7882107133522777,-0.6495274856327419,-0.9247463374652525,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.4721357526042846,2.195683861464856,5.056195050771684,-1.567800172393306,3.800459446865843,0.25987216686315473,-0.01820087382098022,-0.39033131649714525,-0.1974397543297076,0.4931368386066311,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-3.202704344956968,-0.1937862134712211,2.3618297300854474,-1.7389439192903922,3.61073788177745,-0.0009812003698287438,-0.6112660691573961,-0.43842209694819145,0.11207768394185827,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.6492098277699254,-1.6853641056416917,-2.826902311275762,-5.64567409692871,,0.3775740145619057,-0.225222845255686,-1.4166415295906958,-0.22366535291998957,0.42946885439747523,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.7475314109971656,0.4786564680772486,1.6900885318935297,-1.6773203785321913,-3.132689507023773,-0.2510854655572274,-0.21234303991474052,-0.41941423475883793,-1.0963593583893507,-0.14309643697114235,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.006316148921277,-1.3413542107587877,-1.3986874964980394,-2.654410047615381,-2.7431951680959967,0.015146239899451118,-0.5934945589232004,-0.6688373096680177,-0.3778041570344944,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-5.679512090833486,-5.114287855133387,-5.852312382268127,-3.6536836200478575,,-0.38922790178880967,-0.8616094851381599,-0.9135801218404903,-0.4354929248716149,-1.4301238888375172,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-3.743138473755306,-2.368065017910701,0.8050898358591851,0.5514359074736052,3.180500573793613,-1.0866763309892666,-0.6707000294535064,0.11278992665813935,-1.1173224314377577,-1.0256486212467688,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-0.1638170073137208,-1.5863893169514631,-0.2309129602736301,-6.057505643273001,3.605835146414936,-0.4474180688929676,-0.22079426161032767,-1.5232804410424965,-0.3472296512653935,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.093543103125345,-7.02381574226396,-5.9814603345165205,-2.9628706851935886,,-1.5637347687062,-1.248536428675329,-0.7455698556735895,-1.0076596452065885,-0.5251126336641014,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.0263452556278226,-1.7847975921017936,-0.0280855920100097,0.809517008789254,1.6331312486509395,-0.14345324392402395,-0.4753049464904631,0.20827492427409736,-0.8348233620129072,0.012188482161716049,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-0.6031650581064059,-1.7169801720292597,-1.4411096066049307,-5.787982053290067,1.5507586279909695,-0.29666675699432615,-0.224539896007306,-1.4580057405458517,-0.34146523334386025,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-7.179510949486424,-7.935530911837551,-10.0,3.098693626808525,,-0.6028738668497603,-2.0038116619632764,0.7812000967278141,-0.26312531333767036,-1.8032663565266476,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.1252779712152785,-3.201420959822464,-3.719029713951594,-3.3812097820152545,7.175090551453272,-0.9229439760080473,-0.7040932872823796,-0.8420514044858078,-0.8743964488198543,-0.49301964116084884,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-3.0945285072942537,-2.1886578436360486,-4.602488037166005,-2.2169818648614026,7.185247279479894,-0.0948224344869498,-0.523456376285975,-0.561991322550863,-0.3248929448688573,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.9620879282448532,-4.73456311507262,-6.26895733061803,-1.6841031220007143,,-0.07295074112714868,-1.0618353015542439,-0.4247904868991484,-0.567835234680541,-0.24777545824341887,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.6222005144452994,-0.7842726263564053,-1.011524966491317,-2.9697408210571528,0.5060033611723922,0.24340500127272754,-0.13605771569281425,-0.7419257062705575,-0.471845007298223,0.13648600638363517,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.3174242105662897,0.0306270642948079,-1.7729296458087869,0.7187751524308859,0.3746951161247792,0.44106224220615725,0.056982505916058614,0.17512000335313996,-0.33644196299738044,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.682985721833865,0.5925200170335888,-3.1003430867064106,0.4177288144254103,,1.2245600113266528,0.5682353207915002,0.1012612068334498,1.5865235656970607,0.6884372876174136,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.582210716261752,-2.3761368866310955,-2.217693241207228,-5.297353294741494,-2.779623965129092,-0.7340482933738971,-0.40524319382866286,-1.332766649245368,-0.7816183761339887,-0.37573744907951445,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.8452051971158336,-1.7261819118895665,-3.3720210510844884,-6.798211125244393,-2.492185046883879,-0.4066114659030793,-0.25777024200711884,-1.7158854106139914,-0.32664422093428586,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,7.055688386004055,4.839276567678915,2.1353117315429344,3.435502957907855,,0.8731280273121159,1.6271546900587097,0.863782204805303,2.5905935558434776,1.7912829648477864,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.1742916988962897,-3.0585308126696247,-2.7403237570835204,-1.5841428599379743,-7.250476058130913,-1.0000502889132363,-0.5997254366325623,-0.39455973458010696,-0.8708116658500765,-0.34867323799911365,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.0521881365975598,-0.5068613540202165,0.0927722008421674,2.545201953635093,-6.710767781481528,-0.3110524021199738,0.012126000909183223,0.6371956834875575,-0.3256992155740485,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-1.5458433232722872,1.5057857297761312,1.0153420367010038,0.7838457521239806,,-0.4152584873887943,0.5235634326857286,0.19119946355231582,0.2657543135205427,-0.39673033372116656,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,3.027352170359157,1.643076787141207,0.3894056969431942,1.1216776364454015,0.7592204727803922,0.9785656673372999,0.33229484447599344,0.2801694490614229,-0.04221070816372044,0.7879943984991639,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.312781396549074,0.9911608838586718,-0.6857030782960182,3.296043375223779,0.5200977001444357,0.27430687225820927,0.2622371344578738,0.8270739838985814,-0.32380415549199465,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.64399591023067,-3.070207888967801,-2.746236609403108,0.1147634067092879,,-0.9242499201727836,-1.0474286584578385,0.027613526549254166,-0.8232615327118404,-1.2058420201578384,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,9.106197490431912,7.233881931887829,7.254879883182127,3.6337426943844937,4.589164239176666,1.7236053809750629,1.8765671554636594,0.9131680570178088,1.468704864226225,2.2440682313053992,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,9.779434952645603,9.31651364177652,8.018669404119285,10.0,3.527084566320164,2.683700442796831,2.240886257040064,3.60691298108964,2.714355813521462,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,8.544413662298838,6.7754316903676015,5.81612803246089,0.674197950129205,,2.443428083731272,1.2128759132752835,0.15967123199099406,2.1564716703955633,2.14523576846542,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-3.9698325916728834,-0.3857625006058814,0.3705690630134752,-3.74951570991085,-9.573323238687024,-1.4051777228119349,0.06002135388331159,-0.9437776369840417,0.4847936517452485,-1.1438310745319191,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.096609141434781,5.92769731148723,5.582583076145599,-4.540341702400591,-9.006970802780037,0.6999256698065847,1.4506815983406596,-1.1462214403747577,-0.345232669138437,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.981094635540651,4.8048024923814365,5.429238900767994,8.574743496671392,,0.158764841865419,1.4031058550075182,2.172579959236836,1.363530801508102,1.0182214222385408,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.8242781733662767,-0.0859215206763026,2.102211615666453,-2.784976274871134,-3.8699537129154726,-0.020257074040801352,-0.4739118857970181,-0.6921495433666264,0.04625722741403913,-0.3292523994460488,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2017-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-5.654598767405697,-0.4291248889831801,2.2352295452077646,1.8542441003219616,-3.74603696980686,-1.2379722268207178,-0.35358331550895405,0.4585257954010258,-0.31224229202499815,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2018-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.1405175024119919,2.025649432450709,5.05795331738299,3.002302486154042,,-0.05050790335551296,0.4885095201789192,0.7567419970388326,-0.14743352599252654,0.04956521578627243,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2018-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,5.483654691815535,5.503601352435121,4.486563801106865,2.356197038687724,0.6905668471396731,1.299990442723052,1.0779267012803735,0.5939865415654176,0.7128736085109214,1.5995929882819553,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
