Month,Ticker,MonthEndDate,price,ret21,ret63,ma20_gap,ma60_gap,vol20,vol60,rel_strength_63,ma20_gap_q90,large_down,large_up,medium_down,medium_up,small_down,small_flat,small_up,medium_flat,large_flat,risk_event_count,overheat_event_count,event_balance,risk_score,overheat_score,recovery_score,vol_rising,trend_negative,trend_positive,momentum_negative,momentum_positive,relative_positive,relative_negative,gap_overheated,high_vol_mixed,HSIStateLabel,StateReason,hsi_direction_score_draft,HSIStateLabelOriginal,HSIState5,StateLabelKR
2026-04,114260,2026-04-30,61370.0,-0.0041379310344827,-0.0053484602917341,-0.0049614112458654,-0.0041123436572406,0.0262398024204762,0.0337307342664632,-0.1213500706858999,0.0031987373384036,2.0,2.0,1.0,2.0,9.0,1.0,5.0,0.0,0.0,5.0,6.0,1.0,6,3,1,False,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,6.5,강한 위험악화,accident_zone,강한 위험 악화
2026-05,114260,2026-05-29,61390.0,-0.0030044660982541,-0.0082390953150242,0.000195509791782,-0.0021266508635287,0.0254699835259188,0.0346917024942974,-0.1131377606934163,0.0023413126690588,1.0,0.0,2.0,2.0,5.0,0.0,8.0,0.0,0.0,4.0,2.0,-2.0,3,0,1,False,False,False,True,False,False,True,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,2.0,중립/혼조,neutral_watch,관찰·중립
2026-06,114260,2026-06-19,61480.0,0.0043290043290042,-0.0046142637416012,0.0020250750744632,0.0003172769502364,0.0276358182963222,0.0287587643911266,-0.0719510716129843,0.0025441751891012,0.0,1.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,4,2,2,False,False,True,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,3.0,위험악화,risk_warning,위험 악화 우세
2014-03,130680,2014-03-31,10596.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1,False,False,False,False,False,False,False,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,-1.0,중립/혼조,neutral_watch,관찰·중립
2014-04,130680,2014-04-30,10581.0,0.0042710706150341,,-0.0083504372030253,,0.1391260568675736,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1,False,False,False,False,False,False,False,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,-1.0,중립/혼조,neutral_watch,관찰·중립
2014-05,130680,2014-05-30,10978.0,0.0183673469387755,,0.0183815173680523,,0.0857855887065542,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,1,False,False,False,False,False,False,False,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,-1.0,중립/혼조,neutral_watch,관찰·중립
2014-06,130680,2014-06-30,11207.0,0.0139328689043698,,0.0032675350252897,0.0316702926456553,0.1515107421099838,0.1301564543714146,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1,2,2,True,False,True,False,False,False,False,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,0.0,중립/혼조,neutral_watch,관찰·중립
2014-07,130680,2014-07-31,10690.0,-0.0482549857549857,-0.0083487940630797,-0.0221234283309779,-0.0271470564145499,0.1652971859741527,0.1389871651244426,-0.0455004323872692,,2.0,2.0,6.0,4.0,6.0,0.0,3.0,0.0,0.0,10.0,8.0,-2.0,8,5,0,True,True,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,10.5,강한 위험악화,accident_zone,강한 위험 악화
2014-08,130680,2014-08-29,10288.0,-0.0551933143539351,-0.0582204320761625,-0.0114916022906338,-0.0519268487103913,0.1679605964000582,0.1617534599839404,-0.0789622876575462,,1.0,2.0,4.0,2.0,9.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,6,4,0,True,True,False,True,False,False,True,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,8.0,고변동성 혼합구간,risk_warning,위험 악화 우세
2014-09,130680,2014-09-30,10372.0,0.0076751190129213,-0.0773883650595979,0.0191107835912551,-0.0140496967622958,0.1511582742485813,0.1601347832631008,-0.0984291113899778,,1.0,1.0,1.0,3.0,8.0,1.0,4.0,0.0,0.0,3.0,5.0,2.0,2,2,1,False,False,False,True,False,False,True,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,2.0,중립/혼조,neutral_watch,관찰·중립
2014-10,130680,2014-10-31,8991.0,-0.1331469340532202,-0.1739250275633957,-0.031371873047338,-0.0965362701849935,0.2016187595232474,0.1856963221354556,-0.1632899677300033,0.0204431480059499,3.0,0.0,4.0,1.0,6.0,2.0,5.0,0.0,0.0,10.0,1.0,-9.0,8,1,0,True,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,8.5,강한 위험악화,accident_zone,강한 위험 악화
2014-11,130680,2014-11-28,7854.0,-0.1383433900164563,-0.2384369242703383,-0.0755595313060929,-0.156797031146834,0.2979742914761114,0.2334259050161609,-0.258270890409745,0.0187461504796537,5.0,0.0,2.0,4.0,4.0,1.0,4.0,0.0,0.0,12.0,4.0,-8.0,7,3,0,True,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,8.5,강한 위험악화,accident_zone,강한 위험 악화
2014-12,130680,2014-12-30,5911.0,-0.2473898650369238,-0.4240475494494787,-0.1173066728389992,-0.2717827626918535,0.3594085392294789,0.3040035242915995,-0.4385114154285136,0.0171261049346264,4.0,2.0,9.0,1.0,2.0,0.0,3.0,0.0,0.0,17.0,5.0,-12.0,8,4,0,True,True,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,10.0,강한 위험악화,accident_zone,강한 위험 악화
2015-01,130680,2015-01-30,5027.0,-0.1495516833023177,-0.4484914975315414,-0.0441330265634805,-0.25470719051149,0.3880703542668036,0.3550147905875002,-0.4792155147550507,0.0153479594710685,3.0,1.0,3.0,2.0,6.0,0.0,6.0,0.0,0.0,9.0,4.0,-5.0,8,2,0,True,True,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,9.0,강한 위험악화,accident_zone,강한 위험 악화
2015-02,130680,2015-02-27,5633.0,0.1042932758282688,-0.3403208806651833,0.0094982078853047,-0.0528767069544822,0.5054872258363512,0.4460782842184915,-0.3589934880573293,0.0253197299950802,1.0,4.0,1.0,2.0,6.0,0.0,3.0,0.0,0.0,3.0,10.0,7.0,3,4,0,True,False,False,True,False,False,True,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,5.0,고변동성 혼합구간,conflict,충돌 상태
2015-03,130680,2015-03-31,5260.0,-0.077678414869367,-0.16095070984208,-0.0162340091269544,-0.0316345003221747,0.3289873999929897,0.4172508243868779,-0.2073589674983224,0.0229853929925658,0.0,1.0,3.0,1.0,9.0,0.0,8.0,0.0,0.0,3.0,3.0,0.0,4,0,1,False,True,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,3.0,위험악화,risk_warning,위험 악화 우세
2015-04,130680,2015-04-30,5931.0,0.1414549653579677,0.1604382703971825,0.0454785827604442,0.0671008717086028,0.2539853118805844,0.3694366698862376,0.1000374582361053,0.036353726379387,0.0,0.0,2.0,6.0,6.0,0.0,8.0,0.0,0.0,2.0,6.0,4.0,0,5,4,False,False,True,False,True,True,False,True,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.5,과열 후보,neutral_watch,관찰·중립
2015-05,130680,2015-05-29,5742.0,-0.0285907629842666,0.0068385060494475,-0.0349985294735515,0.0188709376913045,0.2575570222086866,0.2882648710385452,-0.0494302547184485,0.0438501534669392,0.0,1.0,4.0,2.0,7.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,3,2,2,False,False,False,False,True,False,True,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,2.0,중립/혼조,neutral_watch,관찰·중립
2015-06,130680,2015-06-30,5757.0,-0.0177444122163453,0.0984544934172868,-0.0226719066980163,-0.0137197515882646,0.213371218281595,0.2449764870340876,0.0836252501794039,0.0438501534669392,0.0,1.0,2.0,1.0,10.0,1.0,7.0,0.0,0.0,2.0,3.0,1.0,1,1,3,False,True,False,False,True,True,False,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,-1.5,회복 후보,risk_relief,위험 완화 우세
2015-07,130680,2015-07-31,4913.0,-0.1332039520112914,-0.1716405327937953,-0.0396700515055854,-0.1273999609257056,0.2101428320495042,0.2195091150462501,-0.1392500439481966,0.0438501534669392,2.0,0.0,5.0,1.0,9.0,0.0,6.0,0.0,0.0,9.0,1.0,-8.0,7,0,1,False,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,6.0,강한 위험악화,accident_zone,강한 위험 악화
2015-08,130680,2015-08-31,4580.0,-0.0715588891141293,-0.2198943961846363,0.0050912921348313,-0.1157845963756178,0.3966697691323585,0.2835339987546108,-0.142964427640423,0.0438501534669392,4.0,2.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,11.0,7.0,-4.0,7,5,0,True,False,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,9.5,강한 위험악화,accident_zone,강한 위험 악화
2015-09,130680,2015-09-30,4505.0,-0.02171552660152,-0.217474379016849,-0.0203007600552372,-0.052981199767362,0.3518092490585252,0.3260000721818376,-0.156490452715094,0.0442704273722221,2.0,2.0,4.0,2.0,4.0,0.0,6.0,0.0,0.0,8.0,6.0,-2.0,8,4,0,True,True,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,10.0,강한 위험악화,accident_zone,강한 위험 악화
2015-10,130680,2015-10-30,4575.0,0.0155382907880132,-0.0621156211562116,-0.0088928846091355,-0.0023297145827049,0.2632145693622003,0.3374291380256911,-0.0549432362240956,0.0453596289133042,0.0,1.0,3.0,4.0,6.0,0.0,7.0,0.0,0.0,3.0,6.0,3.0,4,2,1,False,True,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,4.0,위험악화,risk_warning,위험 악화 우세
2015-11,130680,2015-11-30,4321.0,-0.05551912568306,-0.061672095548317,-0.0264619405423064,-0.0499781970619166,0.2079491181196883,0.2405424660174547,-0.0769958175253859,0.0453596289133042,0.0,0.0,5.0,3.0,8.0,2.0,3.0,0.0,0.0,5.0,3.0,-2.0,5,1,1,False,True,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,4.5,위험악화,risk_warning,위험 악화 우세
2015-12,130680,2015-12-30,3850.0,-0.1090025457070122,-0.1453940066592675,-0.0315074523614866,-0.113281205016295,0.2307641907028453,0.2361653774429995,-0.1630358673288242,0.0453596289133042,4.0,0.0,1.0,2.0,9.0,0.0,5.0,0.0,0.0,9.0,2.0,-7.0,6,0,1,False,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,5.0,강한 위험악화,accident_zone,강한 위험 악화
2016-01,130680,2016-01-29,3591.0,-0.0599476439790576,-0.211635565312843,0.0393782833326097,-0.0913423217877942,0.5471275812918247,0.3587363592489391,-0.1638384912119447,0.0453596289133042,6.0,3.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,14.0,10.0,-4.0,6,5,0,True,False,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,8.5,강한 위험악화,accident_zone,강한 위험 악화
2016-02,130680,2016-02-29,3467.0,0.0576571079926784,-0.2022549470777727,-0.0022734467178912,-0.0534046851963085,0.4575229212725366,0.4166909284191923,-0.1633575358963744,0.0394941853570878,2.0,0.0,3.0,4.0,2.0,1.0,6.0,0.0,0.0,7.0,4.0,-3.0,8,3,0,True,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,9.5,강한 위험악화,accident_zone,강한 위험 악화
2016-03,130680,2016-03-31,3696.0,0.0479160759852566,-0.0299212598425197,-0.0164850516904162,0.0372941292033659,0.2731037649593407,0.4259567516488757,-0.0255780976043745,0.0478685373422344,0.0,1.0,1.0,1.0,10.0,0.0,9.0,0.0,0.0,1.0,3.0,2.0,2,0,2,False,False,False,True,False,False,True,False,False,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,0.0,중립/혼조,neutral_watch,관찰·중립
2016-04,130680,2016-04-29,4192.0,0.1223560910307899,0.2788285539963393,0.0947456387757235,0.1367005314725766,0.3874259919070257,0.366501944101187,0.2289966115166581,0.0477560414725051,1.0,1.0,2.0,6.0,4.0,1.0,5.0,0.0,0.0,4.0,8.0,4.0,2,6,3,True,False,True,False,True,True,False,True,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.0,불안정 과열,conflict,충돌 상태
2016-05,130680,2016-05-31,4441.0,0.0810613437195715,0.2827845176198729,0.0426840721262209,0.1246502087140764,0.2729692872915694,0.3118091748229831,0.2395370136558126,0.0498778547066098,0.0,1.0,3.0,4.0,5.0,1.0,6.0,0.0,0.0,3.0,6.0,3.0,1,4,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2016-06,130680,2016-06-30,4451.0,0.0022517451024544,0.1885180240320427,0.0108901783990642,0.0659843770581449,0.2789212863079717,0.3158680081566343,0.1699652387232607,0.0522642472625085,2.0,1.0,0.0,4.0,8.0,0.0,6.0,0.0,0.0,4.0,6.0,2.0,3,4,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,1.0,과열 후보,conflict,충돌 상태
2016-07,130680,2016-07-29,3864.0,-0.1318804762974612,-0.059396299902629,-0.0746350867529604,-0.0989996657779989,0.1861737783620062,0.2537269937260609,-0.0689683711897628,0.0522642472625085,1.0,0.0,3.0,0.0,11.0,1.0,5.0,0.0,0.0,5.0,0.0,-5.0,5,0,1,False,True,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,4.0,위험악화,risk_warning,위험 악화 우세
2016-08,130680,2016-08-31,4167.0,0.0592272496187087,-0.0488472951380963,0.0186271633910237,-0.0090447162527448,0.215240428653109,0.2448612319211422,-0.0504389783782285,0.0543552200858147,0.0,2.0,5.0,4.0,3.0,1.0,7.0,0.0,0.0,5.0,8.0,3.0,4,4,1,False,False,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,5.0,위험악화,risk_warning,위험 악화 우세
2016-09,130680,2016-09-30,4153.0,-0.0151766658762153,-0.048786074209803,0.0150063544823542,0.0116232334755619,0.2657430457811178,0.2363356008922673,-0.0622232321480496,0.0543552200858147,1.0,2.0,3.0,1.0,6.0,0.0,6.0,0.0,0.0,5.0,5.0,0.0,5,5,1,True,False,True,True,False,False,True,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,6.5,고변동성 혼합구간,risk_warning,위험 악화 우세
2016-10,130680,2016-10-31,4242.0,0.0167785234899329,0.0518224646665013,-0.0241770375652734,0.0170101053691515,0.2040444492433243,0.2319992732429409,0.051064980274791,0.0551187822946316,0.0,0.0,4.0,2.0,4.0,0.0,10.0,0.0,0.0,4.0,2.0,-2.0,2,1,3,False,False,False,False,True,True,False,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,-0.5,회복 후보,risk_relief,위험 완화 우세
2016-11,130680,2016-11-30,4073.0,-0.0260640841702535,-0.0341474982214844,-0.0037911214381802,-0.0249138151174668,0.2615131527504645,0.2380328371672561,-0.0208209452869133,0.0551187822946316,0.0,3.0,6.0,1.0,8.0,0.0,4.0,0.0,0.0,6.0,7.0,1.0,6,4,0,True,True,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,8.0,위험악화,risk_warning,위험 악화 우세
2016-12,130680,2016-12-29,4610.0,0.1318438497422047,0.1100409342643871,0.027263712633561,0.0712169504784847,0.1988611071135678,0.2515892556650426,0.0952439719543305,0.0566128802837356,0.0,2.0,0.0,3.0,9.0,1.0,6.0,0.0,0.0,0.0,7.0,7.0,0,6,5,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-2.0,과열 후보,neutral_watch,관찰·중립
2017-01,130680,2017-01-31,4461.0,-0.0281045751633987,0.0516265912305515,-0.0199804479398938,0.0185900485205976,0.1567830817684672,0.244146378321128,0.0365723256075576,0.0566128802837356,0.0,0.0,4.0,3.0,7.0,1.0,5.0,0.0,0.0,4.0,3.0,-1.0,2,2,3,False,False,False,False,True,True,False,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,0.0,회복 후보,risk_relief,위험 완화 우세
2017-02,130680,2017-02-28,4461.0,-0.0108647450110864,0.0912426614481409,-0.0016784155756965,-0.0092611100006662,0.137610843045357,0.1667072482239517,0.0571838856580094,0.0566128802837356,0.0,0.0,3.0,3.0,5.0,1.0,8.0,0.0,0.0,3.0,3.0,0.0,2,2,3,False,True,False,False,True,True,False,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,0.0,회복 후보,risk_relief,위험 완화 우세
2017-03,130680,2017-03-31,4163.0,-0.0604829609568946,-0.0930283224400871,0.0053977032591501,-0.0495614619204352,0.2032130446114047,0.164787975295876,-0.1039923207601889,0.0540193664963591,3.0,0.0,4.0,3.0,4.0,0.0,8.0,0.0,0.0,10.0,3.0,-7.0,7,2,0,True,False,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,8.0,강한 위험악화,accident_zone,강한 위험 악화
2017-04,130680,2017-04-28,4123.0,0.0036514118792598,-0.0858093126385809,-0.034494063648924,-0.0389837422061651,0.2163467964405985,0.1859112922593186,-0.1068998012326201,0.0543552200858147,2.0,3.0,4.0,2.0,5.0,1.0,3.0,0.0,0.0,8.0,8.0,0.0,8,4,0,True,True,False,True,False,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,10.0,강한 위험악화,accident_zone,강한 위험 악화
2017-05,130680,2017-05-31,4048.0,-0.0193798449612403,-0.0935960591133004,-0.0052832043248556,-0.027962876250165,0.2700708426540795,0.2290683415316422,-0.1222149351773121,0.0484263366840253,1.0,1.0,5.0,4.0,3.0,0.0,5.0,0.0,0.0,7.0,6.0,-1.0,6,3,0,True,True,False,True,False,False,True,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,7.5,고변동성 혼합구간,risk_warning,위험 악화 우세
2017-06,130680,2017-06-30,3735.0,-0.0773221343873518,-0.0750371471025259,-0.0022706023774542,-0.0722840193574294,0.2164491111935826,0.2329687371481749,-0.111528222037204,0.0468899094404478,3.0,0.0,2.0,3.0,7.0,1.0,5.0,0.0,0.0,8.0,3.0,-5.0,6,1,1,False,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,5.5,강한 위험악화,accident_zone,강한 위험 악화
2017-07,130680,2017-07-31,3874.0,0.0372155287817939,-0.0615310077519379,0.0260892597007018,0.0044639963354609,0.185553654158742,0.2270872095485765,-0.0862013432163835,0.0468899094404478,0.0,1.0,4.0,4.0,4.0,1.0,7.0,0.0,0.0,4.0,6.0,2.0,4,3,2,False,False,True,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,3.5,위험악화,risk_warning,위험 악화 우세
2017-08,130680,2017-08-31,3616.0,-0.0773156417453432,-0.1000497760079641,-0.0432596904352428,-0.0385833994336788,0.2026461550919072,0.2073878306307086,-0.1117343897996968,0.0413154879842488,1.0,1.0,5.0,2.0,8.0,0.0,5.0,0.0,0.0,7.0,4.0,-3.0,5,1,1,False,True,False,True,False,False,True,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,4.5,위험악화,risk_warning,위험 악화 우세
2017-09,130680,2017-09-29,3874.0,0.0713495575221239,0.0181340341655715,0.0127442650807136,0.021310250889758,0.1135285991657841,0.1754582336549161,-0.0074589330199711,0.0396513393606627,0.0,0.0,1.0,3.0,4.0,3.0,10.0,0.0,0.0,1.0,3.0,2.0,1,3,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-1.5,안정적 회복 후보,risk_relief,위험 완화 우세
2017-10,130680,2017-10-31,3974.0,0.0308690012970167,0.0611481975967957,0.0215675689570962,0.0383434580965444,0.1279175794722069,0.1630149729736631,0.0183933158731862,0.0331536024440956,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,2.0,4.0,2.0,0,4,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-2.0,과열 후보,neutral_watch,관찰·중립
2017-11,130680,2017-11-30,4153.0,0.0398097145718578,0.1045212765957446,0.0078140166957871,0.0541188813259612,0.1965500276574418,0.1521402066583123,0.0517273757976144,0.0391385323387045,1.0,3.0,2.0,3.0,7.0,1.0,5.0,0.0,0.0,4.0,9.0,5.0,2,7,3,True,False,True,False,True,True,False,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2017-12,130680,2017-12-28,4312.0,0.0310856049736967,0.1229166666666665,0.0338048429633182,0.0623131754426304,0.1664838731576552,0.1635684827621631,0.0794864796245469,0.0308022876189893,1.0,2.0,3.0,3.0,2.0,1.0,7.0,0.0,0.0,5.0,7.0,2.0,3,8,3,True,False,True,False,True,True,False,True,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,4.0,고변동성 혼합구간,conflict,충돌 상태
2018-01,130680,2018-01-31,4610.0,0.052271170965533,0.1600402617010567,0.0015751452935743,0.0701186957396431,0.2157448234942924,0.1926687977206407,0.0943716768641596,0.0396452543836312,0.0,2.0,5.0,6.0,3.0,1.0,5.0,0.0,0.0,5.0,10.0,5.0,3,7,3,True,False,True,False,True,True,False,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.5,불안정 과열,conflict,충돌 상태
2018-02,130680,2018-02-28,4540.0,-0.0369113279592702,0.0740477880293353,0.0038584426927286,0.0265145234470387,0.3165644162111798,0.2358532273057948,0.0571868485137376,0.0396452543836312,2.0,2.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,9.0,7.0,-2.0,5,7,3,True,False,True,False,True,True,False,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,5.5,강한 위험악화,accident_zone,강한 위험 악화
2018-03,130680,2018-03-30,4654.0,0.0251101321585902,0.1023211747986736,0.0224638875157905,0.0227859599515052,0.1997678159022868,0.249012955075746,0.0787711413024158,0.0444349980594324,1.0,1.0,2.0,3.0,8.0,0.0,6.0,0.0,0.0,4.0,5.0,1.0,1,4,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2018-04,130680,2018-04-30,4913.0,0.0556510528577567,0.0422146796775562,0.0234990208741303,0.0629367603470283,0.2352382732603616,0.2546826678770641,0.0703397768063717,0.0430221366418429,1.0,2.0,1.0,3.0,9.0,1.0,4.0,0.0,0.0,3.0,7.0,4.0,0,6,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2018-05,130680,2018-05-31,4933.0,0.002031281738777,0.0700650759219088,-0.0259073496307412,0.025568171974456,0.2679178751053764,0.233390614192935,0.0760798536149493,0.0444349980594324,1.0,1.0,1.0,2.0,5.0,2.0,8.0,0.0,0.0,3.0,4.0,1.0,1,3,2,True,False,False,False,True,True,False,False,True,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,0.5,중립/혼조,neutral_watch,관찰·중립
2018-06,130680,2018-06-29,5305.0,0.0953954160644228,0.1182546374367621,0.0907446053889569,0.0814134818252547,0.2868661789561661,0.2598467184988762,0.123867949042702,0.0446635014865115,1.0,2.0,3.0,3.0,2.0,1.0,7.0,0.0,0.0,5.0,7.0,2.0,3,8,3,True,False,True,False,True,True,False,True,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,4.0,고변동성 혼합구간,conflict,충돌 상태
2018-07,130680,2018-07-31,5206.0,-0.0214285714285714,0.0523549626035981,0.0018474328381188,0.0295048251858882,0.2117901376166332,0.2565171463713791,0.0647391106779084,0.0490726924679511,2.0,0.0,1.0,6.0,8.0,0.0,5.0,0.0,0.0,5.0,6.0,1.0,3,4,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,1.0,과열 후보,conflict,충돌 상태
2018-08,130680,2018-08-31,5330.0,0.043869956913435,0.0804784107034259,0.0427059490971692,0.0483733494184446,0.2089130771298107,0.2365962400328619,0.0835152088138157,0.0490726924679511,2.0,0.0,1.0,4.0,5.0,0.0,10.0,0.0,0.0,5.0,4.0,-1.0,3,4,4,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,1.0,과열 후보,conflict,충돌 상태
2018-09,130680,2018-09-28,5499.0,0.0583140877598151,0.069636257537444,0.040009834608365,0.0585110137246471,0.2202996734080552,0.2172036232072599,0.0595324802835886,0.0490726924679511,0.0,2.0,4.0,2.0,5.0,1.0,3.0,0.0,0.0,4.0,6.0,2.0,3,6,3,True,False,True,False,True,True,False,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2018-10,130680,2018-10-31,5072.0,-0.077650481905801,-0.0219822599305823,-0.0569598482806065,-0.0354816728206265,0.2638065025243613,0.2379108744446238,0.0212170892738512,0.0538286503396386,3.0,1.0,3.0,3.0,6.0,0.0,5.0,0.0,0.0,9.0,5.0,-4.0,7,3,1,True,True,False,True,False,True,False,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,7.5,강한 위험악화,accident_zone,강한 위험 악화
2018-11,130680,2018-11-30,3899.0,-0.2134355456929594,-0.2510564733000384,-0.0948766162917565,-0.2177934110613655,0.363031208871513,0.2996800128141533,-0.1923187932569333,0.0537623810089386,5.0,0.0,6.0,3.0,1.0,1.0,6.0,0.0,0.0,16.0,3.0,-13.0,8,2,0,True,True,False,True,False,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,9.0,강한 위험악화,accident_zone,강한 위험 악화
